file_name,class_model1,class_model2,class_model3,class_tuple,common_or_frequent,common
mtsglnze,student,student,student,"('student', 'student', 'student')",student,student
bodmvxdf,student,student,student,"('student', 'student', 'student')",student,student
cxjmjdh,student,faculty,faculty,"('student', 'faculty', 'faculty')",faculty,None
kulinjxp,other,other,other,"('other', 'other', 'other')",other,other
ponpbpet,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
ypudwfvf,other,other,other,"('other', 'other', 'other')",other,other
lzqquih,project,project,project,"('project', 'project', 'project')",project,project
oceonvf,other,other,other,"('other', 'other', 'other')",other,other
lvaetsrg,course,course,course,"('course', 'course', 'course')",course,course
tzznkxf,other,other,other,"('other', 'other', 'other')",other,other
cifmtm,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
eezqfeb,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
gwojb,faculty,faculty,staff,"('faculty', 'faculty', 'staff')",faculty,None
lcnosc,student,student,student,"('student', 'student', 'student')",student,student
plcks,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
sphiqtdr,other,other,student,"('other', 'other', 'student')",other,None
amzuns,other,other,other,"('other', 'other', 'other')",other,other
gkdnf,other,other,other,"('other', 'other', 'other')",other,other
roisjft,project,project,project,"('project', 'project', 'project')",project,project
yfowe,other,other,other,"('other', 'other', 'other')",other,other
hnweal,other,other,other,"('other', 'other', 'other')",other,other
zsylru,other,other,other,"('other', 'other', 'other')",other,other
rmwiu,course,course,course,"('course', 'course', 'course')",course,course
ihsbfi,project,project,project,"('project', 'project', 'project')",project,project
vjejypo,other,other,other,"('other', 'other', 'other')",other,other
wxpmg,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
muxhh,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
mfowj,other,other,other,"('other', 'other', 'other')",other,other
psenoob,project,project,other,"('project', 'project', 'other')",project,None
fugmzdml,other,other,other,"('other', 'other', 'other')",other,other
yucra,other,other,other,"('other', 'other', 'other')",other,other
ybbbche,other,other,other,"('other', 'other', 'other')",other,other
lbbfjhf,student,student,student,"('student', 'student', 'student')",student,student
qqfdj,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
ouyuwu,course,course,course,"('course', 'course', 'course')",course,course
takejb,other,other,other,"('other', 'other', 'other')",other,other
lxzsc,other,other,other,"('other', 'other', 'other')",other,other
qfyyq,other,student,student,"('other', 'student', 'student')",student,None
apmwy,other,other,other,"('other', 'other', 'other')",other,other
ympfium,other,other,other,"('other', 'other', 'other')",other,other
fuvxncl,other,other,other,"('other', 'other', 'other')",other,other
boarhn,other,other,other,"('other', 'other', 'other')",other,other
syphpwi,other,other,other,"('other', 'other', 'other')",other,other
jdnrfqx,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
smismv,course,course,course,"('course', 'course', 'course')",course,course
zxwkru,other,other,other,"('other', 'other', 'other')",other,other
gtjdqq,student,student,student,"('student', 'student', 'student')",student,student
povhh,student,student,student,"('student', 'student', 'student')",student,student
mpgisgc,course,course,course,"('course', 'course', 'course')",course,course
oumtq,other,other,other,"('other', 'other', 'other')",other,other
vukoi,other,project,other,"('other', 'project', 'other')",other,None
mmlrd,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
ytpju,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
oneaef,faculty,faculty,other,"('faculty', 'faculty', 'other')",faculty,None
uncjwyyp,student,student,student,"('student', 'student', 'student')",student,student
bvabh,other,other,other,"('other', 'other', 'other')",other,other
jqfuqu,other,other,other,"('other', 'other', 'other')",other,other
psvlaxwd,project,project,project,"('project', 'project', 'project')",project,project
oovhs,student,student,student,"('student', 'student', 'student')",student,student
rkatx,student,student,student,"('student', 'student', 'student')",student,student
jvnyyk,other,other,other,"('other', 'other', 'other')",other,other
ajgfhfc,other,other,other,"('other', 'other', 'other')",other,other
wzzsat,student,student,student,"('student', 'student', 'student')",student,student
quptkflk,project,project,project,"('project', 'project', 'project')",project,project
gdpex,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
kztyatd,other,other,other,"('other', 'other', 'other')",other,other
hafjoyi,other,other,other,"('other', 'other', 'other')",other,other
rvjpodb,other,other,other,"('other', 'other', 'other')",other,other
zsbkhic,other,other,other,"('other', 'other', 'other')",other,other
yzqamu,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
yolbla,other,other,other,"('other', 'other', 'other')",other,other
cotsv,other,other,other,"('other', 'other', 'other')",other,other
kgaxenm,student,student,student,"('student', 'student', 'student')",student,student
immpx,other,other,other,"('other', 'other', 'other')",other,other
yjmvoa,other,other,other,"('other', 'other', 'other')",other,other
wvhluq,student,student,student,"('student', 'student', 'student')",student,student
djrcms,other,other,other,"('other', 'other', 'other')",other,other
ofewooh,other,other,other,"('other', 'other', 'other')",other,other
skjbikqn,student,student,student,"('student', 'student', 'student')",student,student
sbzthj,other,other,project,"('other', 'other', 'project')",other,None
sphpwnwi,department,department,department,"('department', 'department', 'department')",department,department
huumx,student,student,student,"('student', 'student', 'student')",student,student
clsxoodd,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
yjdwr,other,other,other,"('other', 'other', 'other')",other,other
rwrko,course,course,course,"('course', 'course', 'course')",course,course
sulavwtn,other,other,other,"('other', 'other', 'other')",other,other
gbumd,student,student,student,"('student', 'student', 'student')",student,student
dqxgzzq,student,student,student,"('student', 'student', 'student')",student,student
zkwhp,student,student,student,"('student', 'student', 'student')",student,student
hyakvwkw,other,other,other,"('other', 'other', 'other')",other,other
aangjmn,other,other,other,"('other', 'other', 'other')",other,other
aawnpc,other,other,other,"('other', 'other', 'other')",other,other
xkpxrf,student,student,student,"('student', 'student', 'student')",student,student
weuyrc,other,other,other,"('other', 'other', 'other')",other,other
fvgngpl,student,student,student,"('student', 'student', 'student')",student,student
xekcw,other,other,other,"('other', 'other', 'other')",other,other
pieuuqju,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
snkofs,student,student,student,"('student', 'student', 'student')",student,student
hgjwxb,student,student,student,"('student', 'student', 'student')",student,student
tciwtsu,student,student,student,"('student', 'student', 'student')",student,student
kejiyfi,other,other,other,"('other', 'other', 'other')",other,other
urhjkm,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
zgwwfvlq,other,student,student,"('other', 'student', 'student')",student,None
sijitbd,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
mqncr,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
duewkd,course,course,course,"('course', 'course', 'course')",course,course
mwejx,student,other,other,"('student', 'other', 'other')",other,None
ldwnvwx,other,other,other,"('other', 'other', 'other')",other,other
ejdmt,other,other,other,"('other', 'other', 'other')",other,other
caogdi,course,course,course,"('course', 'course', 'course')",course,course
iwron,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
pmtwul,course,course,course,"('course', 'course', 'course')",course,course
wmzuqp,other,other,other,"('other', 'other', 'other')",other,other
srtmzx,other,other,other,"('other', 'other', 'other')",other,other
gotjzb,other,other,other,"('other', 'other', 'other')",other,other
imltuesr,other,other,other,"('other', 'other', 'other')",other,other
teyskot,project,other,project,"('project', 'other', 'project')",project,None
lzqgc,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
zkivua,project,project,project,"('project', 'project', 'project')",project,project
uaupqkjg,course,course,course,"('course', 'course', 'course')",course,course
nuurfy,student,student,student,"('student', 'student', 'student')",student,student
nugwhj,course,course,other,"('course', 'course', 'other')",course,None
jyffkgyk,other,other,other,"('other', 'other', 'other')",other,other
fekdcta,project,project,project,"('project', 'project', 'project')",project,project
iprfwqc,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
abeith,other,other,other,"('other', 'other', 'other')",other,other
hhabfel,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
asjtpgrs,faculty,faculty,student,"('faculty', 'faculty', 'student')",faculty,None
heaeeg,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
cxdpjw,student,student,faculty,"('student', 'student', 'faculty')",student,None
qvxwlws,other,other,other,"('other', 'other', 'other')",other,other
ffqtge,other,student,other,"('other', 'student', 'other')",other,None
juwmtndc,other,other,other,"('other', 'other', 'other')",other,other
rmdyewrl,other,other,other,"('other', 'other', 'other')",other,other
qrbuxab,student,student,student,"('student', 'student', 'student')",student,student
vofqtp,student,student,student,"('student', 'student', 'student')",student,student
pgtrzghe,student,student,student,"('student', 'student', 'student')",student,student
lsmbvcgc,other,other,other,"('other', 'other', 'other')",other,other
abdjgiz,student,student,student,"('student', 'student', 'student')",student,student
owscy,project,project,project,"('project', 'project', 'project')",project,project
hmrwjp,other,other,other,"('other', 'other', 'other')",other,other
xggyx,project,project,project,"('project', 'project', 'project')",project,project
esjxb,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
wpwkd,course,course,course,"('course', 'course', 'course')",course,course
uftkkja,other,other,other,"('other', 'other', 'other')",other,other
hlsypm,other,other,other,"('other', 'other', 'other')",other,other
tbcbekmq,other,other,other,"('other', 'other', 'other')",other,other
ljylnd,other,course,other,"('other', 'course', 'other')",other,None
pbkzt,other,student,other,"('other', 'student', 'other')",other,None
vtpjku,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
ioabqtxs,other,other,other,"('other', 'other', 'other')",other,other
iklphm,student,other,student,"('student', 'other', 'student')",student,None
uicnn,other,other,other,"('other', 'other', 'other')",other,other
kcldhpcj,other,other,other,"('other', 'other', 'other')",other,other
fksba,other,other,other,"('other', 'other', 'other')",other,other
nizpnfpt,student,student,student,"('student', 'student', 'student')",student,student
wxbhke,other,other,other,"('other', 'other', 'other')",other,other
tbkoiw,other,other,other,"('other', 'other', 'other')",other,other
nfntx,other,other,other,"('other', 'other', 'other')",other,other
qxyitrll,other,other,other,"('other', 'other', 'other')",other,other
vukvkftf,course,project,course,"('course', 'project', 'course')",course,None
vofxu,student,student,student,"('student', 'student', 'student')",student,student
eanugl,other,other,other,"('other', 'other', 'other')",other,other
oruixd,other,other,other,"('other', 'other', 'other')",other,other
lafkhdc,course,course,course,"('course', 'course', 'course')",course,course
yvdelq,other,other,other,"('other', 'other', 'other')",other,other
lqomt,department,department,department,"('department', 'department', 'department')",department,department
wxsty,student,student,student,"('student', 'student', 'student')",student,student
wnkmdk,other,other,other,"('other', 'other', 'other')",other,other
hfpivpuu,student,student,student,"('student', 'student', 'student')",student,student
dykbpos,other,other,other,"('other', 'other', 'other')",other,other
metwifo,other,other,other,"('other', 'other', 'other')",other,other
yoqrlnzf,project,project,project,"('project', 'project', 'project')",project,project
wroia,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
iavwjn,student,student,student,"('student', 'student', 'student')",student,student
uupkms,other,other,other,"('other', 'other', 'other')",other,other
wozlcqqe,course,course,course,"('course', 'course', 'course')",course,course
fmmiki,other,other,other,"('other', 'other', 'other')",other,other
mnjwv,course,course,course,"('course', 'course', 'course')",course,course
mzguliw,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
rieafyrm,course,course,course,"('course', 'course', 'course')",course,course
ugyrbjsh,other,other,other,"('other', 'other', 'other')",other,other
mfkaijyg,other,other,other,"('other', 'other', 'other')",other,other
cftid,other,other,other,"('other', 'other', 'other')",other,other
urjbt,student,student,other,"('student', 'student', 'other')",student,None
wsrchup,other,other,project,"('other', 'other', 'project')",other,None
fxabo,other,other,project,"('other', 'other', 'project')",other,None
lgztt,student,faculty,student,"('student', 'faculty', 'student')",student,None
psrjytzy,other,other,other,"('other', 'other', 'other')",other,other
vwdpdg,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
aizdnscx,other,other,other,"('other', 'other', 'other')",other,other
lpzykg,other,other,other,"('other', 'other', 'other')",other,other
xvlikyt,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
upzieony,course,course,course,"('course', 'course', 'course')",course,course
itmbdhy,student,student,student,"('student', 'student', 'student')",student,student
psvry,other,other,other,"('other', 'other', 'other')",other,other
hovra,student,student,student,"('student', 'student', 'student')",student,student
skzzyz,other,other,other,"('other', 'other', 'other')",other,other
kubbcel,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
wdyitfx,student,student,student,"('student', 'student', 'student')",student,student
nwsqesmo,other,other,other,"('other', 'other', 'other')",other,other
wpzfjnwb,other,other,other,"('other', 'other', 'other')",other,other
bilwr,other,other,other,"('other', 'other', 'other')",other,other
fndgjmzm,other,other,other,"('other', 'other', 'other')",other,other
lohsn,course,course,course,"('course', 'course', 'course')",course,course
usnst,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
jffly,other,other,student,"('other', 'other', 'student')",other,None
qkhtsm,other,other,other,"('other', 'other', 'other')",other,other
hbregcw,student,student,student,"('student', 'student', 'student')",student,student
brhotofi,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
epxzvm,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
zdepjjwh,project,project,project,"('project', 'project', 'project')",project,project
hxkeks,other,other,other,"('other', 'other', 'other')",other,other
pvyjdfvh,course,course,course,"('course', 'course', 'course')",course,course
uhbbh,other,other,other,"('other', 'other', 'other')",other,other
tkqvsduv,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
gkqtn,course,course,course,"('course', 'course', 'course')",course,course
devpg,course,course,other,"('course', 'course', 'other')",course,None
phiccyjo,other,other,other,"('other', 'other', 'other')",other,other
owvpwso,other,other,other,"('other', 'other', 'other')",other,other
ddsnlb,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
rkmxdpsz,student,student,student,"('student', 'student', 'student')",student,student
xyqyyd,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
awlal,student,student,student,"('student', 'student', 'student')",student,student
lnjznbyx,other,other,other,"('other', 'other', 'other')",other,other
wqftug,department,department,department,"('department', 'department', 'department')",department,department
sikxp,faculty,other,faculty,"('faculty', 'other', 'faculty')",faculty,None
uymslh,other,other,other,"('other', 'other', 'other')",other,other
jxjpziw,other,other,other,"('other', 'other', 'other')",other,other
aiiuj,course,course,course,"('course', 'course', 'course')",course,course
heiozqq,other,other,other,"('other', 'other', 'other')",other,other
ewsktq,other,other,other,"('other', 'other', 'other')",other,other
gnaju,other,other,other,"('other', 'other', 'other')",other,other
gedcirqa,other,other,other,"('other', 'other', 'other')",other,other
yvxpvlc,student,student,student,"('student', 'student', 'student')",student,student
qqxkdezo,student,student,student,"('student', 'student', 'student')",student,student
lzooyy,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
zqaipj,course,other,course,"('course', 'other', 'course')",course,None
lxhpien,course,course,course,"('course', 'course', 'course')",course,course
biaio,student,student,student,"('student', 'student', 'student')",student,student
xwdvabs,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
wayudf,department,department,department,"('department', 'department', 'department')",department,department
ygrgy,other,course,course,"('other', 'course', 'course')",course,None
rjbqqdw,other,faculty,course,"('other', 'faculty', 'course')",faculty,None
ziuunycb,project,other,other,"('project', 'other', 'other')",other,None
dwsrmkmd,course,course,course,"('course', 'course', 'course')",course,course
hcxyp,course,course,course,"('course', 'course', 'course')",course,course
ktjhyivf,project,project,project,"('project', 'project', 'project')",project,project
twfqhbrg,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
qajnzy,student,student,student,"('student', 'student', 'student')",student,student
sgrcqh,other,other,other,"('other', 'other', 'other')",other,other
vkpfv,project,project,project,"('project', 'project', 'project')",project,project
kxwsy,student,student,student,"('student', 'student', 'student')",student,student
phdommor,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
bpjzrlxy,student,student,student,"('student', 'student', 'student')",student,student
uvdoelf,other,other,other,"('other', 'other', 'other')",other,other
bvkkhgyo,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
nvyekh,department,department,department,"('department', 'department', 'department')",department,department
bcsrsbug,student,staff,student,"('student', 'staff', 'student')",student,None
qetpato,course,other,course,"('course', 'other', 'course')",course,None
vejoina,other,other,other,"('other', 'other', 'other')",other,other
vmtkvyq,student,student,student,"('student', 'student', 'student')",student,student
livtdd,other,other,other,"('other', 'other', 'other')",other,other
zndgv,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
fwzhcxrx,other,other,other,"('other', 'other', 'other')",other,other
geiruvj,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
qbhrsv,faculty,student,faculty,"('faculty', 'student', 'faculty')",faculty,None
rqdpssq,student,student,student,"('student', 'student', 'student')",student,student
aqhzllis,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
ygqsjtxz,student,student,student,"('student', 'student', 'student')",student,student
xnrqsl,faculty,student,faculty,"('faculty', 'student', 'faculty')",faculty,None
ljqcj,other,other,other,"('other', 'other', 'other')",other,other
aslkxlcr,other,other,other,"('other', 'other', 'other')",other,other
ylvqmlp,course,course,course,"('course', 'course', 'course')",course,course
ybppz,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
zkrcw,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
iasqknq,student,student,student,"('student', 'student', 'student')",student,student
ooipyor,student,student,student,"('student', 'student', 'student')",student,student
xvesdne,student,student,student,"('student', 'student', 'student')",student,student
lwzgs,other,other,other,"('other', 'other', 'other')",other,other
bbgkx,other,other,other,"('other', 'other', 'other')",other,other
veacz,course,course,course,"('course', 'course', 'course')",course,course
eyaswbjz,student,student,student,"('student', 'student', 'student')",student,student
pmneprn,other,other,other,"('other', 'other', 'other')",other,other
afdtazl,other,other,student,"('other', 'other', 'student')",other,None
bhlwohi,other,student,other,"('other', 'student', 'other')",other,None
hhsnp,other,other,other,"('other', 'other', 'other')",other,other
qripfz,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
hvstwh,other,other,other,"('other', 'other', 'other')",other,other
xxyuea,student,student,student,"('student', 'student', 'student')",student,student
onxtxl,other,other,other,"('other', 'other', 'other')",other,other
ydkxsvar,project,project,project,"('project', 'project', 'project')",project,project
rpidkd,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
pfuoqee,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
wjflwg,other,other,other,"('other', 'other', 'other')",other,other
bzthieu,department,department,department,"('department', 'department', 'department')",department,department
jfiubhz,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
rdqpjqlx,project,project,project,"('project', 'project', 'project')",project,project
sivqknlq,project,project,project,"('project', 'project', 'project')",project,project
umfmofv,student,student,student,"('student', 'student', 'student')",student,student
shlql,student,student,student,"('student', 'student', 'student')",student,student
heatdq,student,student,student,"('student', 'student', 'student')",student,student
hqrwpbt,other,other,other,"('other', 'other', 'other')",other,other
cddmp,other,other,other,"('other', 'other', 'other')",other,other
gduwb,student,student,student,"('student', 'student', 'student')",student,student
qzpupxt,other,other,other,"('other', 'other', 'other')",other,other
zhncldpt,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
xjtobrx,other,other,other,"('other', 'other', 'other')",other,other
wcwtzpny,other,project,other,"('other', 'project', 'other')",other,None
mgqqsxli,course,course,course,"('course', 'course', 'course')",course,course
vpasle,other,other,other,"('other', 'other', 'other')",other,other
dgppgjr,other,other,other,"('other', 'other', 'other')",other,other
jgzrtkhc,other,other,other,"('other', 'other', 'other')",other,other
ixoubp,other,other,other,"('other', 'other', 'other')",other,other
iwywhmi,faculty,faculty,student,"('faculty', 'faculty', 'student')",faculty,None
eapzf,other,other,other,"('other', 'other', 'other')",other,other
bumcmpt,student,student,student,"('student', 'student', 'student')",student,student
gdgvwifk,other,other,other,"('other', 'other', 'other')",other,other
pznqy,other,other,other,"('other', 'other', 'other')",other,other
krdwlm,other,project,project,"('other', 'project', 'project')",project,None
btrlegkg,other,other,other,"('other', 'other', 'other')",other,other
espxbh,other,other,other,"('other', 'other', 'other')",other,other
qdhikrl,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
bsjsuzw,other,project,project,"('other', 'project', 'project')",project,None
hhdjgk,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
debuzvc,other,other,other,"('other', 'other', 'other')",other,other
iyykc,course,course,course,"('course', 'course', 'course')",course,course
cfcynn,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
mgapfvg,other,other,other,"('other', 'other', 'other')",other,other
klysfu,student,student,student,"('student', 'student', 'student')",student,student
pottb,course,course,course,"('course', 'course', 'course')",course,course
swccy,project,project,project,"('project', 'project', 'project')",project,project
iszou,student,student,faculty,"('student', 'student', 'faculty')",student,None
xjlsnsah,other,other,other,"('other', 'other', 'other')",other,other
igfttdjo,project,project,project,"('project', 'project', 'project')",project,project
hmdjklt,other,other,other,"('other', 'other', 'other')",other,other
rsfebueu,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
tyflylsk,student,student,student,"('student', 'student', 'student')",student,student
hwxdzumg,course,course,course,"('course', 'course', 'course')",course,course
cioumfyi,course,course,course,"('course', 'course', 'course')",course,course
zsakwfvj,other,project,other,"('other', 'project', 'other')",other,None
tpdcgxy,other,other,other,"('other', 'other', 'other')",other,other
sxzju,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
nvmngy,other,other,other,"('other', 'other', 'other')",other,other
tqperqh,other,other,other,"('other', 'other', 'other')",other,other
yjrtz,student,student,student,"('student', 'student', 'student')",student,student
xwgndfxh,project,project,project,"('project', 'project', 'project')",project,project
tqftv,student,student,student,"('student', 'student', 'student')",student,student
gyutr,other,other,other,"('other', 'other', 'other')",other,other
uhakc,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
vbefiwn,other,other,other,"('other', 'other', 'other')",other,other
titkmd,other,other,other,"('other', 'other', 'other')",other,other
fbcvban,student,student,student,"('student', 'student', 'student')",student,student
amwcmt,student,student,other,"('student', 'student', 'other')",student,None
tibnwoka,project,project,project,"('project', 'project', 'project')",project,project
ciuipt,other,other,other,"('other', 'other', 'other')",other,other
lvqkyij,other,other,other,"('other', 'other', 'other')",other,other
vetejigi,student,student,student,"('student', 'student', 'student')",student,student
apnbs,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
hpweca,other,other,other,"('other', 'other', 'other')",other,other
fjxpjfez,student,student,student,"('student', 'student', 'student')",student,student
dclyjjg,other,other,other,"('other', 'other', 'other')",other,other
kxbknr,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
tjxmtdv,course,course,course,"('course', 'course', 'course')",course,course
ewlew,faculty,faculty,other,"('faculty', 'faculty', 'other')",faculty,None
kjfoazza,student,student,student,"('student', 'student', 'student')",student,student
qxuwjkk,student,student,student,"('student', 'student', 'student')",student,student
ppewcgla,student,student,student,"('student', 'student', 'student')",student,student
kxkilvn,other,other,other,"('other', 'other', 'other')",other,other
ydbfhql,course,course,course,"('course', 'course', 'course')",course,course
bzbyv,other,other,other,"('other', 'other', 'other')",other,other
viduze,student,student,student,"('student', 'student', 'student')",student,student
bslps,department,department,department,"('department', 'department', 'department')",department,department
duevfegy,other,other,other,"('other', 'other', 'other')",other,other
syryuiq,course,course,course,"('course', 'course', 'course')",course,course
jzifdoy,student,student,student,"('student', 'student', 'student')",student,student
gowqht,course,course,course,"('course', 'course', 'course')",course,course
chwusgl,other,staff,other,"('other', 'staff', 'other')",other,None
qapnjtpf,other,department,department,"('other', 'department', 'department')",department,None
pxcwhekn,course,course,course,"('course', 'course', 'course')",course,course
hltxkki,other,other,other,"('other', 'other', 'other')",other,other
ruxgzeax,course,course,course,"('course', 'course', 'course')",course,course
ztrfkwki,other,other,other,"('other', 'other', 'other')",other,other
fimnwyjw,student,student,faculty,"('student', 'student', 'faculty')",student,None
ddgreszb,student,student,student,"('student', 'student', 'student')",student,student
rtdhifk,course,course,course,"('course', 'course', 'course')",course,course
zilams,course,course,course,"('course', 'course', 'course')",course,course
vgghodxn,department,department,department,"('department', 'department', 'department')",department,department
pyepcme,other,other,other,"('other', 'other', 'other')",other,other
odngwf,other,other,other,"('other', 'other', 'other')",other,other
gzomtedw,other,other,other,"('other', 'other', 'other')",other,other
yzpjgv,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
eudatvy,other,other,other,"('other', 'other', 'other')",other,other
prhhoulq,student,student,student,"('student', 'student', 'student')",student,student
jrpbytj,project,project,project,"('project', 'project', 'project')",project,project
elbnnrs,other,other,other,"('other', 'other', 'other')",other,other
uuvni,other,other,other,"('other', 'other', 'other')",other,other
gjpcxt,other,other,other,"('other', 'other', 'other')",other,other
yjtubjn,student,student,student,"('student', 'student', 'student')",student,student
gfyrwma,other,other,other,"('other', 'other', 'other')",other,other
ohvniioj,student,faculty,student,"('student', 'faculty', 'student')",student,None
xtjou,other,student,student,"('other', 'student', 'student')",student,None
vbyxl,project,project,project,"('project', 'project', 'project')",project,project
kyughy,other,other,other,"('other', 'other', 'other')",other,other
jmcmoudq,student,student,student,"('student', 'student', 'student')",student,student
shvuuls,student,student,student,"('student', 'student', 'student')",student,student
iuxtwgjz,student,student,student,"('student', 'student', 'student')",student,student
vwuwqyt,student,student,student,"('student', 'student', 'student')",student,student
tzkasqnn,student,student,student,"('student', 'student', 'student')",student,student
hczmwigz,other,other,other,"('other', 'other', 'other')",other,other
pjnrhtd,department,department,department,"('department', 'department', 'department')",department,department
qfphl,department,department,department,"('department', 'department', 'department')",department,department
smhwljcv,other,other,course,"('other', 'other', 'course')",other,None
crusceee,other,other,other,"('other', 'other', 'other')",other,other
clcydbp,student,student,student,"('student', 'student', 'student')",student,student
ymkwkcd,other,other,other,"('other', 'other', 'other')",other,other
vqcvew,other,other,other,"('other', 'other', 'other')",other,other
eeqnxdb,other,other,other,"('other', 'other', 'other')",other,other
lobyn,course,course,course,"('course', 'course', 'course')",course,course
hngmr,other,other,other,"('other', 'other', 'other')",other,other
yftemp,project,project,project,"('project', 'project', 'project')",project,project
lwvwd,other,other,other,"('other', 'other', 'other')",other,other
iivlvl,student,student,student,"('student', 'student', 'student')",student,student
begqls,project,project,project,"('project', 'project', 'project')",project,project
okpobjnf,staff,staff,staff,"('staff', 'staff', 'staff')",staff,staff
rcyogl,course,course,course,"('course', 'course', 'course')",course,course
pqowg,other,other,course,"('other', 'other', 'course')",other,None
zrnggdny,other,project,project,"('other', 'project', 'project')",project,None
yqium,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
brmtqcj,other,other,faculty,"('other', 'other', 'faculty')",other,None
nwqios,student,student,student,"('student', 'student', 'student')",student,student
uoqfwcge,faculty,faculty,faculty,"('faculty', 'faculty', 'faculty')",faculty,faculty
oktyq,other,other,other,"('other', 'other', 'other')",other,other
dmdjwh,student,student,other,"('student', 'student', 'other')",student,None
shabqkpo,faculty,faculty,other,"('faculty', 'faculty', 'other')",faculty,None
duztbzxs,course,other,course,"('course', 'other', 'course')",course,None
ldwcriio,other,other,other,"('other', 'other', 'other')",other,other
uraxyoec,student,student,student,"('student', 'student', 'student')",student,student
