title,body,links,label
Coral Database Project - Papers,"Controlling the Search in Bottom-Up Evaluation Raghu Ramakrishnan, Divesh Srivastava and S. Sudarshan, Proceedings of the Joint International Conference and Symposium on Logic Programming, 1992 Available here.","['#Language', '#Optimization', '#Survey']",other
PDB REFERENCE MANUAL,"Once the user has seleted a session in the Plan System Overview Window, they can create a VCR Window for that session either by selecting New VCR Window from the Debug menu, or by pressing the VCR button in the window itself.","['#Intro', '#Runni', '#Layou']",other
"
Almstrum Dissertation Abstract
","The results of this study suggest that novice computer science students experience more difficulty with concepts involving mathematical logic than they do, in general, with other concepts in computer science.",['mailto:almstrum@cs.utexas.edu'],other
University of Wisconsin-Madison Electronic Library,"Date: Tue, 05 Nov 1996 00:26:17 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Fri, 23 Aug 1996 17:50:14 GMT Content-length: 7033 University of Wisconsin-Madison Electronic Library Electronic Library MadCat Indexes Campus Libraries WiscINFO Search Help MadCat - Library Catalog ( command search or graphical interface ) Resources in the Electronic Library What's New in the Electronic Library Campus Libraries: Information, Services, Workshops, News, and Events Libraries Worldwide WiscINFO (UW-Madison home page) Utilities, including disk formatting (library workstations only) Help , including information for users outside the library See explanations below.","['http://www.library.wisc.edu/MadCat.html', 'http://www.library.wisc.edu/elib.indexes.1/indexes.html#title', 'http://www.library.wisc.edu/libraries/library_table.html']",other
The Effect,"MIME-Version: 1.0 Server: CERN/3.0 Date: Sunday, 24-Nov-96 22:15:00 GMT Content-Type: text/html Content-Length: 1360 Last-Modified: Friday, 11-Oct-96 18:39:28 GMT The Effect Ithaca's Premier Modern Rock Band is: Rick Aaron , guitar Joel Baines, drums Dexter Kozen , bass and vocals Scott Perretta, guitar and vocals Click to see: upcoming gigs | gigography | contact information | sets pages of other local bands","['http://www.cs.cornell.edu/Info/People/aaron/aaron.html', 'http://www.cs.cornell.edu/Info/People/kozen/kozen.html', 'http://www.cs.cornell.edu/Info/People/kozen/effect/gigs.html']",other
CS 401/501 Assignment Grades,"MIME-Version: 1.0 Server: CERN/3.0 Date: Monday, 16-Dec-96 23:16:23 GMT Content-Type: text/html Content-Length: 1161 Last-Modified: Saturday, 17-Feb-96 22:43:43 GMT CS 401/501 Assignment Grades CS 401/501 Assignment Grades Final Course Grades Homrwork 1 Assignment 1 Assignment 1 Grading Remarks (Grader: Ioi Lam) Homework 2 Assignment 2 grades Homework 3 Assignment 3 grades Assignment 3 Grading Remarks More assignment 3 Grading Remarks (Grader: Ioi Lam) Homework 4 Assignment 4 grades Assignment 4 Grading Remarks Homework 5 Assignment 5 grades Homework 6 Assignment 6 grades Exam Exam Grades Last modified Nov  1 16:05","['final.txt', 'grade1.txt', 'rem1-I.html']",other
 Program 1 - Interactive Lines and Curves ,"Quadratic curves should be specified as a polyline, that is, as a sequence of control points given by the mouse.",[],other
CS 378 Programming Assignment Information,"General Info You should read the following information as it applies to all programs for this course: C++ Programming Guidelines in Postscript or PDF Submission Instructions in Postscript or PDF If you are using Unix, you will need to write a Makefile.","['./coding.ps', './coding.pdf', './submission.ps']",other
 Isaac's Baby Page ,Head and Spine This is a picture of the head and spine of our child.,['mailto:isheldon@cs.utexas.edu'],other
 CS110 Syllabus ,"Date: Mon, 11 Nov 1996 21:42:11 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Tue, 01 Oct 1996 20:08:45 GMT Content-length: 2358 CS110 Syllabus CS110 Syllabus Week 1 Introduction; algorithms; simple C++ program Reading (Savitch): 1.1 - 1.4 Reading (Perry & Levin): 1, 2.1 - 2.4 Week 2 Output using cout ; data types; expressions; numerical operators; variables; input using cin Reading (Savitch): 2.1 - 2.3 Reading (Perry & Levin): 2.5 - 2.8 Week 3 Boolean expressions; if ... else statement; while , do ... while , and for loops Reading (Savitch): 2.4, 2.5 Reading (Perry & Levin): 4.1, 4.2, 5.1 - 5.4, 2.5 Week 4 Calling functions; function prototypes; return values; pass-by-value; function definitions; local variables and scope; Reading (Savitch): 3.1 - 3.5 Reading (Perry & Levin): 3.1 - 3.3 Week 5 Functions continued; abstraction and ""black box design""; function overloading; void functions and side-effects; references and pass-by-reference; introduction to classes; calling member funcitons Reading (Savitch): 3.6, 4.1 - 4.3 Reading (Perry & Levin): 3.4, 3.6 Week 6 More flow control; Boolean values; short-circuit operators; switch statement; enumerated types; nested loops; break and continue ; the conditional operator Reading (Savitch): 7.1 - 7.4 Reading (Perry & Levin): 4.2 - 4.5, 5.5 - 5.6 Week 7 Arrays; the list template class; built-in C arrays Reading (Savitch): 9.1 - 9.4 Reading (Perry & Levin): 6.1 - 6.4, 6.6 Week 8 Pointers; C-style strings; multi-dimensional arrays Reading (Savitch): 11.1, 10.1, 10.2 Reading (Perry & Levin): none mbirk@cs.wisc.edu",['mailto:mbirk@cs.wisc.edu'],other
 CS 314: Homework Number 4  ,Assume the variable i is stored in register D0 and x is stored in register D1.,[],other
Assignments,"Date: Mon, 02 Dec 1996 15:05:51 GMT Server: NCSA/1.4.2 Content-type: text/html Assignments Assignments There is only one assignment for this course.","['http://www.cs.washington.edu/education/courses/551/Assignments/hw1.html', 'http://www.cs.washington.edu/education/courses/551/Project/index.html']",other
will he ever shut up?,"MIME-Version: 1.0 Server: CERN/3.0 Date: Sunday, 01-Dec-96 20:36:53 GMT Content-Type: text/html Content-Length: 930 Last-Modified: Tuesday, 13-Aug-96 03:06:12 GMT will he ever shut up?","['classical.html', 'techno.html', 'other.html']",other
"CSE 581 Term Projects
","Online Visualizer for Pyramid Algorithms: Develop an application that can be run from the web (perhaps using Java), that explains a pyramid machine algorithm.",[],other
"
CSE 415  Prog. Assignment 3
","Here the transform identity AA +  BB  =  1  can be applied to the left side of the problem, P, and the simplification score is 4 (there are 5 symbols on T's left side, including the + sign, and one symbol on T's right side).",[],other
News,"Date: Wednesday, 15-Jan-97 02:04:11 GMT Server: NCSA/1.3 MIME-version: 1.0 Content-type: text/html Last-modified: Friday, 15-Mar-96 02:32:56 GMT Content-length: 5042 News News from Europe and elsewhere European Online News The Irish Times (Ireland) Die Welt  (Germany) Tagezeitung (Germany) Schweriner Volkzeitung (Germany) Saarbrücker Zeitung (Germany) Der Standard (Austria) Tages Anzeiger (Switz.)","['http://www.telegraph.co.uk/>Electronic Telegraph (GB)</A>\n        <LI><A HREF=', 'http://www.welt.de/', 'http://www.prz.tu-berlin.de/~taz/heute/index.new.html']",other
CSE 557 Syllabus,"Late assignments are marked down at a rate of 33% per day (not per lecture), meaning that if you fail to turn in an assignment on time it is worth 66% for the first 24 hours after the deadline, 33% for the next 24 hours, and it is worth nothing after that.","['http://www.cs.washington.edu/education/courses/557/95a/personnel.html', 'http://www.cs.washington.edu/education/courses/557/95a/indylab.html', 'http://www.cs.washington.edu/education/courses/557/95a/sierpinski']",other
Pei's Collection of Interesting Links,"Date: Tue, 05 Nov 1996 00:36:41 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Wed, 24 Apr 1996 18:32:08 GMT Content-length: 503 Pei's Collection of Interesting Links Links My home page at Princeton Tsinghua Alumni Directory Tsinghua University Home Page Starting Point for Home Pages of China","['http://www.cs.princeton.edu/~pc', 'http://www.cs.princeton.edu/~pc/TUAlumni/alumni-list.html', 'http://www.cernet.edu.cn/tsinghua/index.html']",other
CSE 457 libui documentation,"The main things that the libui library provides you with are: A main application window The application will have a main window which will hold all the controls, the text area, drawing areas, etc.","['#Overview', '#Reference', '#Reference-DataTypes']",other
GNU Emacs for Windows NT and Windows 95,"With default-frame-alist , we set the top left corner of new frames to be at pixel offset +200+400, the width and height to be 80x40, the cursor to be white, the foreground to be yellow, the background to be black, and the font to be Courier 10.","['#changes19-33', '#trouble-usedtowork', '#support']",other
cs516-22_tomasulo,"MIME-Version: 1.0 Server: CERN/3.0 Date: Monday, 16-Dec-96 23:45:17 GMT Content-Type: text/html Content-Length: 1494 Last-Modified: Monday, 29-Apr-96 11:21:48 GMT cs516-22_tomasulo cs516-22_tomasulo Table of contents Slide 1 Slide 2 Slide 3 Slide 4 Slide 5 Slide 6 Slide 7 Slide 8 Slide 9 Slide 10 Slide 11 Slide 12 Slide 13 Slide 14 Slide 15","['slide1.html', 'slide2.html', 'slide3.html']",other
CS 302 Section 70 - Announcements,"Also, there will be a quiz on Friday on arrays.","['http://www.cs.wisc.edu/~tick/cs302.html#menu', 'http://www.cs.wisc.edu/~tick/cs302/Short.html', 'http://www.cs.wisc.edu/~cs302/Consultants/schedule_s96.html']",other
Jimm Fix's Myoosic Page,"Date: Tue, 10 Dec 1996 20:28:43 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Thu, 21 Mar 1996 07:46:16 GMT Content-length: 6422 Jimm Fix's Myoosic Page Jim Fix Myoosic Bands to check out Devo whip it good!","['http://www.nvg.unit.no/~optimus/devo/', 'http://www.cen.uiuc.edu/~khoury/sb/', 'http://www.tezcat.com/~gdd/raygun.html']",other
"
From Technical Diagrams to Electronic Documents
","InfoAccess is currently most interested in the callouts, which are usually numbers or text, sometimes surrounded by circles or boxes, since automatic callout detection software would be of immediate use in their current product.",['lam.gif'],other
  Multiscalar Project Funding Sources ,"Date: Tue, 05 Nov 1996 20:59:24 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Mon, 20 Nov 1995 15:52:07 GMT Content-length: 1472 Multiscalar Project Funding Sources Multiscalar Project Funding Sources Return to Multiscalar Home Page This work is supported in part by the Computer Systems Technology Office of Advanced Research Projects Agency (ARPA) (order no.","['http://www.cs.wisc.edu/~multiscalar/', 'http://ftp.arpa.mil/', 'http://www.arpa.mil/']",other
No title,"Date: Wed, 15 Jan 1997 01:52:47 GMT Server: Apache/1.1.1 Content-type: text/plain Content-length: 23471 Last-modified: Fri, 25 Aug 1995 15:54:17 GMT",[],other
Dave Grove Publications,"Whole-Program Optimization of Object-Oriented Languages Chambers, Dean, and Grove.","['http://www.cs.washington.edu/research/projects/cecil/www/Papers/hybrid.html', 'http://www.cs.washington.edu/research/projects/cecil/www/Papers/cascon95.html', 'http://www.cs.washington.edu/research/projects/cecil/www/Papers/profiles.html']",other
Physics Problem Solving,"On an IBM RS/6000, it can read, understand, solve, and draw a diagram for a textbook physics problem in about 1/10 second.","['http://www.cs.utexas.edu/users/novak/papers.html', 'http://www.cs.utexas.edu/users/novak/cgi/isaacdemo', 'http://www.cs.utexas.edu/users/novak/cgi/vipdemo']",other
CS310 Documents,"Date: Tue, 05 Nov 1996 00:33:15 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Wed, 02 Oct 1996 20:36:47 GMT Content-length: 829 CS310 Documents CS310 Course Lecture Notes are available from the DoIT Document Center.","['http://www.cs.wisc.edu/~cs310-1/310/syllabus.ps', 'http://www.cs.wisc.edu/~cs310-1/310/description.ps', 'http://www.cs.wisc.edu/~cs310-1/310/Fortran.ps']",other
BU - Computer Science Department // Courses of Instruction,"Date: Tue, 14 Jan 1997 20:29:44 GMT Server: NCSA/1.5 Content-type: text/html BU - Computer Science Department // Courses of Instruction Computer Science Department General Information Course map Course Schedule for Fall Semester Course Schedule for Spring Semester Academic Calendar Official Staff Holidays Degree Requirements Course Home Pages (current/next semester) [CS101][S'97] Introduction to Computers (Section A1) [CS101][S'97] Introduction to Computers (Section C1) [CS 111][S'97] Introduction to Computer Science I (C Programming) [CS330][S'97] Introduction to Analysis of Algorithms [CS410][S'97] Software Systems (Unix Programming) [CS480][S'97] Introduction to Computer Graphics [CS538][S'97] Cryptography [CS550][S'96] Advanced Computer Architecture [CS680][S'97] Graduate Intro to Computer Graphics F = Fall   S = Spring   M = Summer 1   R = Summer 2 Course Home Pages (previous semesters) [CS101][F'96] Introduction to Computers (Section A1) [CS101][F'96] Introduction to Computers (Section B1) [CS101][F'96] Introduction to Computers (Section C1) [CS101][F'96] Introduction to Computers (Section D1) [CS101][R'96] Introduction to Computers (Evening) [CS101][S'96] Introduction to Computers (Section A1) [CS101][S'96] Introduction to Computers (Section B1) [CS101][S'96] Introduction to Computers (Section C1) [CS101][F'95] Introduction to Computers (Section B1) [CS101][S'95] Introduction to Computers (Section A1) [CS101][F'94] Introduction to Computers (Section A1) [CS101][F'94] Introduction to Computers (Section B1) [CS103][S'95] Computing Technology [CS111][F'96] Introduction to Computer Science [CS111][R'96] Introduction to Computer Science [CS111][S'96] Introduction to Computer Science I [CS111][R'95] Introduction to Computer Science I [CS111][S'95] Introduction to Computer Science I [CS111][F'94] Introduction to Computer Science I [CS112][F'95] Introduction to Computer Science II [CS112][M'95] Introduction to Computer Science II [CS112][S'95] Introduction to Computer Science II [CS113][F'96] Introduction to Computer Science II with Intensive C [CS113][S'96] Introduction to Computer Science II with Intensive C [CS113][F'95] Introduction to Computer Science II with Intensive C [CS210][F'96] Computer Systems [CS210][S'96] Computer Systems [CS210][S'95] Computer Systems [CS305][F'96] Automata and Formal Languages [CS305][F'95] Automata and Formal Languages [CS320][F'96] Concepts of Programming Languages [CS320][F'95] Concepts of Programming Languages [CS320][S'95] Concepts of Programming Languages [CS330][F'95] Introduction to Algorithms [CS410][S'96] Unix Programming [CS420][S'95] Introduction to Parallel Computing [CS450][F'96] Computer Architecture [CS450][F'95] Computer Architecture [CS450][F'94] Computer Architecture [CS480][S'96] Introduction to Computer Graphics [CS480][S'95] Introduction to Computer Graphics [CS511][F'96] Software Engineering [CS520][F'96] Principles of Programming Languages [CS520][F'94] Principles of Programming Languages [CS520][F'95] Principles of Programming Languages [CS525][M'96] Compiler Design [CS530][S'96] Analysis of Algorithms [CS530][S'95] Analysis of Algorithms [CS535][F'96] Complexity Theory [CS545][F'96] Natural Language Processing [CS550][S'96] Advanced Computer Architecture [CS550][S'94] Advanced Computer Architecture [CS551][F'94] Parallel Computing: Models, Languages, and Architectures [CS552][F'96] Operating Systems [CS552][F'94] Operating Systems [CS585][F'96] Image and Video Computing [CS591][S'95] Seminar in Computer Graphics [CS680][S'96] Graduate Introduction to Computer Graphics [CS752][F'96] Advanced Operating Systems Seminar [CS792][S'95] Introduction to Lambda Calculus and Type Theory [CS792][S'95] Distributed Systems Seminar [CS835][F'96] Networked Computing Systems Seminar [CS835][S'96] Real-Time Systems Seminar [CS835][F'95] Seminar in Image and Video Computing [CS835][S'95] Seminar on Tools for Parallel Systems F = Fall   S = Spring   M = Summer 1   R = Summer 2 This page is maintained by Azer Bestavros .","['http://www.cs.bu.edu/Home.html', 'http://www.cs.bu.edu/courses/Map.gif', 'http://www.cs.bu.edu/courses/schedule-fall.txt']",other
Quotes screaming for Formal Methods,"Posted to RISK Digest 18.56 by Kofi Crentsil (crentsil.k@atomcon.gc.ca) *Electronic Engineering Times*, 28 Oct 1996 ""Software explosion rattles car makers"" Automakers [are facing] runaway growth in the lines of code their engineers must write and manage as microprocessors take over automotive functions... ``Software is where the problem is today,'' said William Powers, VP of research at Ford.","['http://www.cs.utexas.edu/users/kornerup/ariane5rep.html', 'mailto:kornerup@tweety.cs.utexas.edu']",other
"
Performance Programming
","Performance Programming Papers A bibliography of papers on topics related to performance programming by Bowen Alpern, Larry Carter, and others.","['http://www-cse.ucsd.edu/users/carter/ppbib.html', 'http://www-cse.ucsd.edu/users/carter/glossary.html', 'http://www-cse.ucsd.edu/users/carter/Course/course.html']",other
CSE 373 Final Examination Information,"Date: Tue, 10 Dec 1996 16:48:47 GMT Server: NCSA/1.4.2 Content-type: text/html CSE 373 Final Examination Information CSE 373 Final Examination Information The final examination will be given on Wednesday, December 18 from 8:30 AM to 10:20 AM.",[],other
"
Chinese Scenery
","MIME-Version: 1.0 Server: CERN/3.0 Date: Monday, 06-Jan-97 22:44:29 GMT Content-Type: text/html Content-Length: 1791 Last-Modified: Saturday, 26-Oct-96 05:09:23 GMT Chinese Scenery Chinese Scenery Great Wall I Great Wall II Forbidden City Tomb of the First Emperor in China West Lake Gui Lin Su Zhou Yellow Mountain I Yellow Mountain II Peking University","['http://www.cs.utexas.edu/users/jyluo/chinesescenery/greatwall1.jpg', 'http://www.cs.utexas.edu/users/jyluo/chinesescenery/greatwall2.jpg', 'http://www.cs.utexas.edu/users/jyluo/chinesescenery/gugong.jpg']",other
FP + OOP = Haskell,"MIME-Version: 1.0 Server: CERN/3.0 Date: Tuesday, 07-Jan-97 14:42:58 GMT Content-Type: text/html Content-Length: 3334 Last-Modified: Saturday, 04-Mar-95 05:56:52 GMT FP + OOP = Haskell Next: Contents FP + OOP = Haskell Emery Berger emery@cs.utexas.edu Department of Computer Science The University of Texas at Austin Austin, Texas 78712-1188 TR-92-30 December 12, 1991 Abstract: The programming language Haskell adds object-oriented functionality (using a concept known as type classes ) to a pure functional programming framework.","['node1.html', 'node1.html', 'node1.html']",other
Story of the Month,Station #1:  This is the Captain of a US Navy ship.,[],other
No title,"Date: Tue, 14 Jan 1997 22:53:08 GMT Server: Apache/1.1.0 Content-type: text/html Content-length: 853 Last-modified: Thu, 26 Sep 1996 18:24:17 GMT LaTeX-related Information Script file for generating postscript from latex files.","['http://www.cps.msu.edu/~templet3/cps470/cps470.html', 'http://web.cps.msu.edu/~cps470/Docs/latex/essential.ps', 'http://web.cps.msu.edu/~cps470/Docs/latex/usrguide.ps.Z']",other
"
bshults directory",bshults directory bshults Up to pub ATP-info ATP-tech-reports INDEX papers provers,"['bshults/..', 'bshults/ATP-info', 'bshults/ATP-tech-reports']",other
 Omid Madani ,"Date: Tue, 10 Dec 1996 22:27:54 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Mon, 18 Nov 1996 05:30:42 GMT Content-length: 1142 Omid Madani I am now in search of a topic to pursue my PhD on.","['http://www.cs.washington.edu/people/faculty/ruzzo.html', 'http://www.cs.washington.edu/people/faculty/karp.html', 'http://www.cs.washington.edu/homes/etzioni/']",other
CmpSci 191a: Practical Skills for the Internet,"Date: Tue, 14 Jan 1997 20:05:52 GMT Server: NCSA/1.5.2 Last-modified: Sat, 21 Sep 1996 07:22:05 GMT Content-type: text/html Content-length: 1243 CmpSci 191a: Practical Skills for the Internet Who, When, Where ... MWF 12:20-1:10  at 219-221 LGRT (the tower) Restricted Enrollment:        No CS Majors This course is limited to 50 students.",['mailto:lehnert@elux3.cs.umass.edu'],other
Mike VanHilst's research,The key to this approach is to provide a method for implementing components in such a way that they can be composed and independently interchanged.,"['http://www.cs.washington.edu/homes/notkin/', 'http://www.cs.washington.edu/homes/vanhilst/isotA.ps', 'http://www.cs.washington.edu/homes/vanhilst/isotA.ps.gz']",other
 Two Wheeling ,"Date: Tue, 10 Dec 1996 21:23:22 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Thu, 04 Jul 1996 22:20:31 GMT Content-length: 672 Two Wheeling Two Wheeling General bicycle resources The WWW Bicycle Lane VeloNet Races World Cycling Championship Clubs California Fremont Freewheeler My ride list California Washington","['http://www.cs.purdue.edu/homes/dole/bikelane.html', 'http://cycling.org', 'http://www-worldbike.iunet.it']",other
U-Net,"We use a network architecture based on the U-Net approach to implement low-latency and high-bandwidth communication over Fast Ethernet, with performance rivaling (and in some cases exceeding) that of 155 Mbps ATM.","['http://www.ito.darpa.mil/', 'ftp://ftp.cs.cornell.edu/pub/mdw/unet/unet-2.tar.gz', 'http://www.cs.cornell.edu/Info/Projects/U-Net/release-docs/unet.html']",other
CS 537 - Topics,"If you have experience writing C code, you might feel that you can pick up C++.",[],other
Brendan Mumey's Bookmarks,"Date: Tue, 10 Dec 1996 21:21:13 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Thu, 14 Nov 1996 00:32:07 GMT Content-length: 15947 Brendan Mumey's Bookmarks Brendan Mumey's Bookmarks Searching excite Netsearch Alta Vista: Main Page MetaCrawler Searching Yahoo Deja News - The Source for Internet Newsgroups!","['http://www.excite.com/', 'http://altavista.digital.com/', 'http://www/research/projects/ai/metacrawler/www/index.html']",other
CS367 Computers,If you are developing your programs on another computer than those provided in the labs you must follow these requirements: You must compile and run your program in your computer science UNIX account before handing in each program.,"['#telnet', '#other', 'mailto:skrentny@cs.wisc.edu']",other
"
Hand In Program  
",A program called handin is installed in the bin directory of that account.,"['http://www.cs.twsu.edu/~wallis/wallis.html', 'http://www.cs.twsu.edu/~gopal/gopal.html']",other
Massachusetts Institute of Technology,"MIME-Version: 1.0 Server: CERN/3.0 Date: Tuesday, 14-Jan-97 19:00:42 GMT Content-Type: text/html Content-Length: 3198 Last-Modified: Tuesday, 14-Jan-97 17:01:26 GMT Massachusetts Institute of Technology about mit - facts and figures academics - admissions , schools, courses research - labs and centers administration - offices and programs resources - services, computing and publications groups - communities of people news - events and research summaries map - how to get around the institute search - find people and pages spotlight - Nobelist Oscar Arias to give Karl T. Compton Lectures 77 Massachusetts Avenue · Cambridge, MA 02139-4307 USA · 617.253.1000","['http://web.mit.edu/about-server.html', 'http://web.mit.edu/about-mit.html', 'http://web.mit.edu/academics.html']",other
Washington Yacht Club,"<font size=3>If you are a member of the Washington Yacht Club and have not gotten on our informative lists, wyc@u.washington.edu or keelboat@u.washington.edu, please join us.","['http://www.washington.edu', 'http://www.seanet.com/Seattle/SeattleHome.html', 'http://weber.u.washington.edu/d64/rainer/wycBoats.html']",other
publications,"Passonneau, Rebecca J. Interaction of the Segmental Structure of Discourse with Explicitness of Discourse Anaphora.","['http://www.research.att.com/~diane/index.html', 'http://www.cs.columbia.edu/~becky/pubs/passonneau-96-sp.ps', 'http://www.cs.columbia.edu/~becky/pubs/langSp95all.ps']",other
Assignment 1: Handout,"What To Turn In You must turn in: A copy of all source files, including intseq.c and the other files needed to compile your program.","['http://www.cs.wisc.edu/~cs367-2/assign1/intseq.h', 'http://www.cs.wisc.edu/~cs367-2/assign1/intseq.c', 'http://www.cs.wisc.edu/~cs367-2/assign1/prog1.c']",other
Gaetano Borriello - Schedule - Fall'96,"Date: Tue, 10 Dec 1996 14:47:43 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Wed, 23 Oct 1996 18:10:54 GMT Content-length: 5403 Gaetano Borriello - Schedule - Fall'96 Gaetano Borriello's schedule for Fall Quarter 1996 Monday Tuesday Wednesday Thursday Friday 8:00 8:30 CSE370 Intro Dig Des CSE370 Intro Dig Des CSE370 Intro Dig Des 9:00 9:30 CSE590IT Teaching Seminar Anderson Phillips 10:00 10:30 11:00 11:30 12:00 12:30 Office Hours Office Hours MacDuff 13:00 13:30 Faculty Meeting Hegar 14:00 14:30 CSE590RT Real-Time Chou Chinook Group Meeting 15:00 15:30 CSE519 CS Res Sem Ortega CSE520 CS Colloq 16:00 CSE590F CAD Seminar 16:30 Hines 17:00 17:30 CSE370: Introduction to Digital Design - EEB108 (Borriello) CSE467: Advanced Digital Design - JHN 123 (Kehl) CSE471: Computer Design and Organization - LOW102 (Snyder) CSE519: Computer Science Research Seminar - SIG134 (Shapiro) CSE520: Computer Science Colloquium - SIG134 CSE567: Principles of Digital Systems Design - LOW217 (Ebeling) CSE590CH: Chinook Group Meeting - SIG212 (Borriello) CSE590F: Computer Aided Design of Digital Systems - SIG226 (Borriello) CSE590IT: Teaching Seminar - JHN437 (Salesin) CSE590RT: Real-Time Systems - SIG225 (Shaw) Faculty Meeting: SIG422 gaetano@cs.washington.edu - - - back to home page","['mailto:gaetano@cs.washington.edu', 'http://www.cs.washington.edu/homes/gaetano']",other
Modeling Human Facial Expressions,Note that the Pd - Po term in this formula moves all the vertices in the bounding box and the radius of influence parallel to the vector between the point of force application towards the point of attraction.,"['http://www.cs.cornell.edu/Info/People/ddhung/poetry/poetry.html', 'http://www.cs.cornell.edu/Info/People/szuwen/szuwen.html', 'http://www.tc.cornell.edu/Visualization/Education/cs718/fall1995/ddhung/nahas88.html']",other
Fine-Grain Parallel CM RIVL,"With CM RIVL, there is an initial setup phase for each slave process and the master process, as previously described  (the Master process sends each slave its logical ID#, the total number of processes, and a copy of the RIVL script.","['http://www.cs.cornell.edu/Info/People/barber', 'mailto:barber@cs.cornell.edu', 'http://www.cs.cornell.edu/Info/People/sugata/home.html']",other
Distributed Transactions in a Mobile Computing System,"Date: Tue, 10 Dec 1996 03:36:19 GMT Server: NCSA/1.4.2 Content-type: text/html Distributed Transactions in a Mobile Computing System Distributed Transactions in a Mobile Computing System This paper was submitted as part of the requirement for CSE552, Autumn 1993.","['./postscript/nara.ps', 'http://www.cs.washington.edu/homes/mef']",other
Distributed Systems & Networks,"Date: Wed, 15 Jan 1997 00:34:30 GMT Server: NCSA/1.5.2 Last-modified: Wed, 22 Jun 1994 16:44:10 GMT Content-type: text/html Content-length: 1061 Distributed Systems & Networks Distributed Systems & Networks Distributed Databases & Computations: Belford , Kaplan , J. Liu Fault Tolerance: Belford , Campbell Microprocessors: Campbell , Faiman Modelling & Analysis: Agha , Belford , Kaplan Go back to Research Areas Index","['http://www.cs.uiuc.edu/CS_INFO_SERVER/DEPT_INFO/CS_FACULTY/FAC_HTMLS/belford.html', 'http://www.cs.uiuc.edu/CS_INFO_SERVER/DEPT_INFO/CS_FACULTY/FAC_HTMLS/kaplan.html', 'http://www.cs.uiuc.edu/CS_INFO_SERVER/DEPT_INFO/CS_FACULTY/FAC_HTMLS/jliu.html']",other
Untitled,"September, 1990 to August, 1992.",[],other
 Rahul's Resume ,"Bachelors degree in Computer Science and Engineering from the Indian Institute of Technology, Kanpur with a GPA of 9.9/10.0 (received the first prize for academic excellence at the institute level, after the end of the 2 year common core curriculum) Skills Programming Languages Proficient in C, C++ and JAVA Have also programmed in SML, Prolog, Pascal, Fortran and Basic OS Platforms Unix and Windows NT Other SQL & Embedded SQL Programming, Have worked on DB2, Informix and Sybase platforms Compiler development with Flex & Bison Network Programming with Unix sockets Shell programming with Perl User Interface development with X11/MOTIF Web related - Java, JVM, HTTP, web caching and information retrieval, SPECweb Courses and Projects at UWM cs736 : Advanced Operating Systems Project : Invalidation based cache consistency for the WWW Modified the Harvest internet object cache to use an invalidation based cache consistency protocol cs764 : Topics in Database Systems Project : Porting the ZOO Database server from Informix to Sybase Involved Embedded SQL programming and use of Database Libraries of Informix and Sybase cs752 : Advanced Computer Architecture I Project : Concurrent Stream Buffer and Cache Access An investigative project in which we proposed some modifications to Jouppi's stream buffers and carried out trace driven simulation to study our scheme cs757 : Advanced Computer Architecture II Project : CC-NUMA vs. ""Big Bus"" A comparative study of the emerging CC-NUMA clusters with the current generation ""big bus"" SMP's cs536 : Compilers Project : A complete compiler(non-optimizing) for a C like programming language Current Semester's Courses : cs838(1) : Java - Programming and Implementation Project : Hardware register renaming for Java's stack-based architecture cs838(2) : Information Retrieval Techniques Project : Building an information retrieval engine for the web environment cs737 : Computer System Performance Evaluation and Modelling Project :""Matchmaking"" on the web (a project related to Condor) Courses and Projects at IITK Advanced Courses Distributed Systems worked with RPC, MACH kernel, P-Threads Computer Networks(cs640) simulated a network on top of TCP/IP Functional Programming wrote a string rewriting system using the Knuth Bendix completion procedure in SML Software Engineering reviewed Rumbaugh's Object Oriented Analysis and Development methodology BTech Project Wrote a hypertext authoring and navigating shell in X11/MOTIF Parallel Algorithms Network Flow Algorithms Intermediate Level Courses Database Systems(cs564) developed a relational database engine(doing both data definition and manipulation) using extendible hashing Operating Systems(cs537) explored parallelizing of sequential programs at the fork-join, cobegin-coend level Compilers(cs536) wrote the front-end for a subset of MODULA-2 Programming Languages(cs538) programmed in PROLOG, SML, C++ Computer Graphics designed and implemented a tutorial for projective transformations in PHIGS Artificial Intelligence(cs540) wrote an equation solver in PROLOG using meta level inferencing Theory of Computation(cs520) Introductory Courses Data Structures, Algorithms, Computer Organization, Digital Systems, Discrete Mathematics References Available on request Visa status F1, authorized for practical training Visit my home page","['mailto:rahul@cs.wisc.edu', 'http://www.cs.wisc.edu/~rahul/resume.ps', 'http://www.almaden.ibm.com/']",other
